HS,HS Code,Break-Bulk,Group,Cargo Grouop,Cargo,Keywords,Exception,Note,Title,Description,Count,Tons
87,8712,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Bicycles and other cycles (including delivery tricycles), not motorised","Bicycles and other cycles (including delivery tricycles), not motorised",1,40000
87,8711,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars:","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars:",1,429
87,8710,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Tanks and other armoured fighting vehicles,"motorised, whether or not fitted with weapons, and parts of such vehicles",1,12
87,8709,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:",1,1897
87,8708,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Parts and accessories of the motor vehicles of headings 8701 to 8705:,Parts and accessories of the motor vehicles of headings 8701 to 8705:,1,906265
87,8707,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Bodies (including cabs), for the motor vehicles of headings 8701 to 8705:","Bodies (including cabs), for the motor vehicles of headings 8701 to 8705:",1,7
87,8705,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, wreckers, mobile cranes, fire fighting vehicles, concrete mixers, road sweepers, spraying vehicles, mobile workshops, mobile radiological units):","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, wreckers, mobile cranes, fire fighting vehicles, concrete mixers, road sweepers, spraying vehicles, mobile workshops, mobile radiological units):",1,1868
87,8704,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Motor vehicles for the transport of goods:,Motor vehicles for the transport of goods:,1,7386
87,8703,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702), including station wagons and racing cars:","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702), including station wagons and racing cars:",1,406888
87,8701,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Tractors (other than tractors of heading 8709):,Tractors (other than tractors of heading 8709):,1,1015
86,8609,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Railway or tramway track fixtures and fittings,"mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing",23,64385
86,8608,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Containers,(including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport,1,46
86,8607,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Parts of railway or tramway locomotives or rolling stock:,Parts of railway or tramway locomotives or rolling stock:,7,770
85,8547,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during molding solely for the purposes of assembly, other than insulators of heading 8546; electrical conduit tubing and joints therefor, of base metal lined with insulating material:","Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during molding solely for the purposes of assembly, other than insulators of heading 8546; electrical conduit tubing and joints therefor, of base metal lined with insulating material:",1,2
85,8546,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Electrical insulators of any material:,Electrical insulators of any material:,1,8644
85,8545,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes:","Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes:",1,20931
85,8544,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Insulated (including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with electric conductors or fitted with connectors:","Insulated (including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with electric conductors or fitted with connectors:",1,81193
85,8543,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof:","Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof:",1,54434
85,8542,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,Electronic integrated circuits; parts thereof:,Electronic integrated circuits; parts thereof:,1,2
85,8541,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Semiconductor devices (for example, diodes, transistors, semiconductor-based transducers); photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED), whether or not assembled with other light-emitting diodes (LED); mounted piezo-electric crystals; parts thereof:","Semiconductor devices (for example, diodes, transistors, semiconductor-based transducers); photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED), whether or not assembled with other light-emitting diodes (LED); mounted piezo-electric crystals; parts thereof:",1,1447142
85,8539,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; light-emitting diode (LED) light sources; parts thereof:","Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; light-emitting diode (LED) light sources; parts thereof:",1,0
85,8538,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537:","Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537:",1,1683
