IMO,Vessel,Design,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Source_File
1039278,HMM NARAE,,"General Cargo =>30,000dwt",38431,0,0,16,28205,11156,0,0,11.1,Ship Results (41).xlsx
1039357,JNS LAKE,SDARI 40,Bulk Carrier-Handymax,40489,0,0,15.2,25171,13700,49200,0,10.95,Ship Results (1).xlsx
1039369,LIVERPOOL,SDARI 40,Bulk Carrier-Handymax,40547,0,30.16,15.2,25150,13740,49200,0,10.95,Ship Results (1).xlsx
1039424,RUN DA 8,,"General Cargo 10,000-14,999dwt",11000,0,0,10.2,7053,3949,0,0,0,Ship Results (41).xlsx
1039474,AL SAADIYAT,,,3645,48.6,0,10.2,1765,240,0,0,2.5,Ship Results (52).xlsx
1039486,AL ALIAH,,,3645,0,0,10.2,1765,868,0,0,2.5,Ship Results (52).xlsx
1039503,SHIN EI MARU,,,22429,156.29,0,12,15894,8000,18999,0,8.221,Ship Results (39).xlsx
1039527,KASHI,,"Tanker-<=4,999dwt",3200,0,0,6,2099,1112,0,0,5.2,Ship Results (28).xlsx
1039670,APOLLO BRAVE,,"General Cargo 10,000-14,999dwt",12237,117.23,0,13.6,8897,3629,18649,0,8.327,Ship Results (41).xlsx
1039682,SWANLAKE,,"Tanker-7,500-9,999dwt",8338,139.58,0,7,6680,2410,0,0,4.7,Ship Results (26).xlsx
1039694,KLAVDIA V,,"Tanker-7,500-9,999dwt",8338,139.58,0,7,6680,2410,0,0,4.7,Ship Results (26).xlsx
1039709,HONG XING YUN 998,,"General Cargo <=4,999 dwt",4980,0,0,5.8,2993,1676,0,0,4.22,Ship Results (43).xlsx
1039711,SHENG HANG HUA 18,,,3714,0,0,7,3059,1713,0,0,5.2,Ship Results (41)tanker.xlsx
1039723,JIN HAI CHENG,,Tanker-Handy,11703,0,0,11.8,8808,3462,0,0,8.4,Ship Results (24).xlsx
1039735,KALKI,,"General Cargo <=4,999 dwt",2405,0,13.524,4.8,1497,699,0,0,3.5,Ship Results (43).xlsx
1039747,PARTHSHARTHI,,"General Cargo <=4,999 dwt",2414,0,13.524,4.8,1497,694,0,0,3.5,Ship Results (43).xlsx
1039759,KURMA,,"General Cargo <=4,999 dwt",2407,0,13.524,4.8,1497,694,0,0,3.5,Ship Results (43).xlsx
1039773,WAVIN 01,,"Tanker-<=4,999dwt",461,0,0,3.55,221,128,0,0,2.85,Ship Results (28).xlsx
1039802,SUN DIANA,,Tanker-Handy,12546,118.28,0,11.3,7430,3692,0,21.4,8.854,Ship Results (24).xlsx
1039852,JH 7,,"General Cargo <=4,999 dwt",4858,95.86,0,6.95,3390,1017,7000,0,5.2,Ship Results (43).xlsx
1039905,SU DERYASI 4,,,197,31.5,0,2.5,141,78,0,0,0,Ship Results (41)tanker.xlsx
1039967,SSI CONSTELLATION,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64608,0,0,18.8,36309,21651,78865,0,13.5,Ship Results (13).xlsx
1039979,SSI CHALLENGER II,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64638,0,0,18.8,36309,21646,78865,0,13.518,Ship Results (13).xlsx
1040095,HENG ZHOU 008,,,3469,0,0,6.5,2728,1527,0,11.7,5.083,Ship Results (41)tanker.xlsx
1040277,CM HONG KONG,,"PCC/PCTC => 4,000 cars",25505,0,0,39.45,87824,28331,0,0,10.2,Ship Results (50).xlsx
1040291,LIAO YUAN,,"Tanker-<=4,999dwt",4500,0,0,7.4,2834,1587,0,0,0,Ship Results (28).xlsx
1040306,JIN DE SHENG,,"General Cargo 5,000-9,999 dwt",5500,0,0,7.8,2979,1668,6900,0,6.35,Ship Results (42).xlsx
1040318,SHENG CHANG 777,,,31319,0,0,12,28576,8572,0,0,6.8,Ship Results (54).xlsx
1040320,TIPISHIP-VI,,"General Cargo <=4,999 dwt",3207,0,16.016,5.35,1879,1022,0,0,4.01,Ship Results (43).xlsx
1040332,SHUN XIN 105,,,10997,116.45,0,7,6209,1862,0,0,5.17,Ship Results (41).xlsx
1040344,SULTAN DARYA 1,,,1300,0,0,3,497,166,0,0,2.7,Ship Results (51).xlsx
1040356,SOTIRIA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63500,0,0,18.93,36108,21205,78325,0,13.5,Ship Results (11).xlsx
1040370,CHUAN ZE,,"General Cargo 10,000-14,999dwt",10015,120.34,0,9.7,6167,3453,13300,0,7.55,Ship Results (41).xlsx
1040411,HENG XING FA ZHAN,,Bulk Carrier-Handymax,48008,0,0,16,28105,15561,0,0,10.65,Ship Results (1).xlsx
1040485,SEA MIKAEEL,,,1300,0,0,3,497,166,0,0,2.7,Ship Results (51).xlsx
1040552,BRIGHT MOON,,"General Cargo 5,000-9,999 dwt",7342,102.12,0,9,4898,2042,6973,0,7.109,Ship Results (42).xlsx
1040564,BRIGHT SUN,,"General Cargo 5,000-9,999 dwt",7329,102.12,0,9,4898,2042,6973,0,7.109,Ship Results (42).xlsx
1040576,RSD 2,,,2200,72.91,0,4.2,1587,888,0,0,3.15,Ship Results (51).xlsx
1040588,RSD 1,,,2200,72.91,0,4.2,1587,888,0,0,3.15,Ship Results (51).xlsx
1040655,SHENG HANG HUA 15,,,3055,0,0,6.5,2794,1564,0,0,4.85,Ship Results (41)tanker.xlsx
1040667,BIG DECK 1,,,15748,0,0,7.8,9376,2813,0,0,5.45,Ship Results (41).xlsx
1040722,MAUI,,Tanker-LR2,115173,245.191,44.032,21.5,64350,35207,0,100.8,15.2,Ship Results (22).xlsx
1040813,THERESA BLISS,J82BC,Bulk Carrier-Pmax/Kamsarmax,82377,226.17,0,20.2,44618,27602,98054,0,14.588,Ship Results (6).xlsx
1040825,JESSICA W,J82BC,Bulk Carrier-Pmax/Kamsarmax,82352,226.17,0,20.2,44618,27602,98054,0,14.588,Ship Results (6).xlsx
1040899,HOUEI MARU NO. 15,,,1260,0,0,4.5,499,0,0,0,4.233,Ship Results (41)tanker.xlsx
1040930,SEA MULLET,,,1674,0,0,4.5,1738,521,0,0,3,Ship Results (51).xlsx
1040966,CHENG YANG 18,,,12546,0,0,7.6,7522,4212,0,0,5.35,Ship Results (41).xlsx
1040978,HAI RUN SHENG DA,,"General Cargo 20,000-29,999dwt",24500,147.9,0,13.8,15039,8433,0,0,10.49,Ship Results (41).xlsx
1040992,BITCOIN 88,,"Tanker-<=4,999dwt",4706,0,0,8,3720,2083,0,0,6.15,Ship Results (28).xlsx
1041013,ROYAL GLORY,,"General Cargo 5,000-9,999 dwt",5025,92.62,0,7.4,2989,1847,6375,0,5.9,Ship Results (42).xlsx
1041063,HUA YU 69,,Bulk Carrier-Small Handy,19000,137.7,24.9,9.3,9885,5535,0,0,8.45,Ship Results (9).xlsx
1041087,HAO HAI JI YUN,,Containership-Regional Feeder,30000,0,0,14,18667,10453,0,0,10.1,Ship Results (45).xlsx
1041099,ZHONG SHENG TUO HAI,,Containership-Regional Feeder,24383,0,0,13.4,15512,8686,0,0,9.8,Ship Results (45).xlsx
1041116,ALPER 2,,"General Cargo 5,000-9,999 dwt",7488,0,0,6.5,5380,3012,0,0,4.693,Ship Results (42).xlsx
1041130,MAROS INDAH JAYA 04,,"Tanker-<=4,999dwt",516,0,0,2.7,258,116,0,0,0,Ship Results (28).xlsx
1041233,AOMINESAN MARU NO. 7,,"Tanker-<=4,999dwt",0,0,0,3.8,338,235,0,0,3.4,Ship Results (28).xlsx
1041245,ARMERIA,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64670,0,0,18.8,36172,21651,78865,0,13.3,Ship Results (13).xlsx
1041312,NING YUAN NING BO,,Container-Baby post-Panamax,58018,0,0,19.2,45000,0,0,0,12.5,Ship Results (45).xlsx
1041324,NING YUAN TIAN JIN,,Container-Baby post-Panamax,58036,0,0,19.2,45000,0,0,0,12.5,Ship Results (45).xlsx
1041336,NING YUAN GUANG ZHOU,,Container-Baby post-Panamax,58050,0,0,19.2,45000,0,0,0,12.5,Ship Results (45).xlsx
1041348,VICTORIA K,,"General Cargo 5,000-9,999 dwt",7900,0,0,8.2,5089,2874,9400,0,6.4,Ship Results (42).xlsx
1041350,SHINE RUBY,,Bulk Carrier-Pmax/Kamsarmax,82266,0,0,20.35,44575,27152,97000,0,14.5,Ship Results (6).xlsx
1041362,AYSE ANA,,"General Cargo <=4,999 dwt",4020,81.8,0,6.7,2380,1332,4960,0,5.45,Ship Results (43).xlsx
1041374,SHINE SAPPHIRE,,Bulk Carrier-Pmax/Kamsarmax,82245,0,0,20.35,44575,27152,97000,0,14.5,Ship Results (6).xlsx
1041386,EMINE ANA,,"General Cargo <=4,999 dwt",4031,81.8,0,6.7,2384,1393,4960,0,5.45,Ship Results (43).xlsx
1041398,SHINE CRYSTAL,,Bulk Carrier-Pmax/Kamsarmax,82242,0,0,20.35,44575,27152,97000,0,14.5,Ship Results (6).xlsx
1041403,LIAN HE 69,,"General Cargo <=4,999 dwt",3938,81.8,0,6.5,2234,1251,5300,0,5.3,Ship Results (43).xlsx
1041441,AMADORA,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64710,0,0,18.8,36172,21651,78865,0,13.5,Ship Results (13).xlsx
1041453,WECO MEMPHIS BELLE,,Tanker-MR2,49827,0,32.229,19.1,31100,13824,0,53.8,13.3,Ship Results (20).xlsx
1041465,WECO SENNA,,Tanker-MR2,49828,0,0,19.1,31100,13962,0,53.8,13.3,Ship Results (20).xlsx
1041491,PRINCESS EIRINI,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64785,0,0,18.8,36172,21651,78865,0,13.5,Ship Results (13).xlsx
1041506,HARILAOS JUNIOR,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64785,0,0,18.8,36172,21651,78865,0,13.3,Ship Results (13).xlsx
1041544,SUMMER QUEEN,KHI Supramax,Bulk Carrier-Supra/Ultramax,64190,0,32.29,19.4,36412,21011,81431,0,13.525,Ship Results (13).xlsx
1041582,HAI SHENG 6 RRS,,,11082,0,0,8.5,8662,4850,0,0,6.1,Ship Results (39).xlsx
1041594,STS SPB 2,,,6500,90.01,0,7,5719,1815,0,0,5.7,Ship Results (42).xlsx
1041609,STS SPB 3,,,3350,0,0,5,2998,920,0,0,3.3,Ship Results (43).xlsx
1041611,JEFFERSON,,,5152,0,0,5.58,2928,878,0,0,4.2,Ship Results (42).xlsx
1041635,BL77,,,6616,103.3,0,7,4362,1308,27963,0,5.373,Ship Results (39).xlsx
1041661,SHENG SHI 708,,"General Cargo 10,000-14,999dwt",12000,124.28,0,8,8214,4599,0,0,5.68,Ship Results (41).xlsx
1041673,SHENG SHI 709,,"General Cargo 10,000-14,999dwt",12000,124.28,0,8,8214,4599,0,0,5.68,Ship Results (41).xlsx
1041726,KANG HUA 5,,"General Cargo 15,000-19,999dwt",16000,144.09,0,11.65,10861,6082,22000,0,8.57,Ship Results (41).xlsx
1041776,SHUN KAI HONG,,"General Cargo 5,000-9,999 dwt",7922,0,0,8.6,5393,2755,9400,0,6.4,Ship Results (42).xlsx
1041788,CEREN AY 1,,,138,24.4,0,2.83,148,86,0,0,0,Ship Results (41)tanker.xlsx
1041790,CL PROSPERITY,SDARI 40,Bulk Carrier-Handymax,40409,0,0,15.2,25150,13748,50300,0,10.95,Ship Results (1).xlsx
1041805,CL DEMOCRACY,SDARI 40,Bulk Carrier-Handymax,40500,0,0,15.2,25150,13740,50300,0,10.95,Ship Results (1).xlsx
1041817,MELISA G,,,316,37.95,0,2.8,175,89,0,0,0,Ship Results (41)tanker.xlsx
1041934,LOWLANDS OBERLIN,OS 64BC ECO,Bulk Carrier-Supra/Ultramax,64323,0,32.31,19.28,36137,21296,79700,0,13.52,Ship Results (13).xlsx
1041946,KEN OH,OS 42BC,Bulk Carrier-Handymax,41535,0,0,15.2,26014,13197,50670,0,10.735,Ship Results (1).xlsx
1041984,KEN OLIVE,OS 42BC,Bulk Carrier-Handymax,41515,0,0,15.2,26014,13197,50670,0,10.735,Ship Results (1).xlsx
1042079,SOL EXPLORER,,Bulk Carrier-Post Panamax,95552,0,0,20.16,54281,30344,109728,0,14.373,Ship Results (10).xlsx
1042110,LUCKY LUKE,OS 42BC,Bulk Carrier-Large Handy,39996,0,0,15.2,25560,13206,50648,0,10.69,Ship Results (2).xlsx
1042122,LEGENDARY DIVA,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82189,0,0,19.98,43405,27842,97293,0,14.506,Ship Results (6).xlsx
1042134,SUN ISLAND,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82221,0,0,19.98,43405,27842,97294,0,14.506,Ship Results (6).xlsx
1042146,NEW NATION,OS 42BC ECO,Bulk Carrier-Handymax,42683,0,0,15,25855,14253,55134,0,10.534,Ship Results (1).xlsx
1042342,SEAWAYS ALACRAN,,Tanker-LR1,74383,0,0,21,42824,21276,0,0,14.35,Ship Results (23).xlsx
1042378,XT SEA LION,,Tanker-Handy,25900,0,0,14.2,17193,8208,0,0,10.2,Ship Results (24).xlsx
1042433,KAIROS JAYA,,"General Cargo <=4,999 dwt",4685,0,0,7,2887,1606,6000,0,5.65,Ship Results (43).xlsx
1042457,MOE LINE 5,,"General Cargo <=4,999 dwt",1296,0,0,4.92,1163,651,0,0,2.75,Ship Results (43).xlsx
1042469,MOE LINE 6,,"General Cargo <=4,999 dwt",1138,0,0,4.65,996,557,0,0,2.55,Ship Results (43).xlsx
1042823,KAVOMALEAS,Whale OT75,Tanker-LR1,74978,0,0,20,44417,22238,0,0,12.2,Ship Results (23).xlsx
1042835,TENARO,Whale OT75,Tanker-LR1,75000,0,0,20,44417,22238,0,0,12.2,Ship Results (23).xlsx
1042847,OCEAN CHASER,,"Tanker-<=4,999dwt",1042,0,0,3.8,992,298,0,5.5,2.9,Ship Results (28).xlsx
1042885,AVERY POINT,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63500,0,0,18.9,35724,21206,78500,0,13.5,Ship Results (11).xlsx
1042897,CASTLE POINT,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63646,196.52,0,18.9,35724,21206,78482,0,13.5,Ship Results (11).xlsx
1042964,OBI STRAIT,,"General Cargo 5,000-9,999 dwt",7450,108.06,0,8.7,4749,2482,0,0,6.79,Ship Results (42).xlsx
1042990,SONG SAN 3,,"General Cargo 5,000-9,999 dwt",5059,0,0,7.4,3233,1689,6800,0,5.72,Ship Results (42).xlsx
1043011,MAPLE OCEAN,,Tanker-Handy,13221,0,21.524,11.6,9235,4242,0,25.1,8.5,Ship Results (24).xlsx
1043023,XT EXPLORATION,,Tanker-Handy,13109,0,21.524,11.6,9233,4240,0,0,8.5,Ship Results (24).xlsx
1043097,WAVEPOWER,,,8524,0,0,9.5,6805,2520,0,0,7.3,Ship Results (41)tanker.xlsx
1043267,XING TONG 59,,"Tanker-5,000-7,499dwt",7487,0,17.824,9.2,5490,2413,0,0,6.57,Ship Results (27).xlsx
1043463,ZHOU SHUN AN 2,,"General Cargo 15,000-19,999dwt",15979,0,0,11.5,9997,5729,20754,0,8.4,Ship Results (41).xlsx
1043504,LIANG XIANG 85,SDARI 4600 II,Container-Baby post-Panamax,87574,0,0,19.6,54466,31588,0,0,13.75,Ship Results (44).xlsx
1043516,SINAR PANGKALAN SUSU,,Containership-Small Feeder,10162,0,21.628,10.6,9209,2985,0,0,6.2,Ship Results (46).xlsx
1043554,FAN ZHOU 8,,,58405,0,0,13,46013,13803,0,0,8.3,Ship Results (41).xlsx
1043580,GREEN DRAGON,,Containership-Regional Feeder,24500,147.9,0,13.8,15039,8433,0,0,10.49,Ship Results (45).xlsx
1043592,SUDARSHAN,,"Tanker-<=4,999dwt",3363,0,0,5.2,1986,1112,0,0,5.2,Ship Results (28).xlsx
1043607,DUBAI WORLD,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64404,0,0,18.8,36335,21652,78855,0,13.5,Ship Results (13).xlsx
1043619,DUBAI NATURE,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64401,0,0,18.8,36335,21652,78870,0,13.5,Ship Results (13).xlsx
1043645,DUBAI ECO,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64374,0,0,18.8,36335,21652,78855,0,13.5,Ship Results (13).xlsx
1043671,DUBAI EARTH,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64410,0,0,18.8,36335,21652,78855,0,13.5,Ship Results (13).xlsx
1043683,DARYA PRIYA,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64670,196.52,0,18.8,36172,21651,78855,0,13.5,Ship Results (13).xlsx
1043748,SINAR PANGKALAN BRANDAN,,Containership-Small Feeder,10181,0,21.628,10.6,9209,2985,0,0,6.2,Ship Results (46).xlsx
1043762,FENG HAI,,Containership-Regional Feeder,24000,0,0,13.4,15502,8681,0,0,9.8,Ship Results (45).xlsx
1043827,JIN HAI RUN,Nantong 63BC,Bulk Carrier-Supra/Ultramax,63907,0,32.304,18.9,35674,21205,78481,0,13.5,Ship Results (13).xlsx
1043839,JIN HAI WO,Nantong 63BC,Bulk Carrier-Supra/Ultramax,63864,0,32.304,18.9,35674,21205,78481,0,13.5,Ship Results (13).xlsx
1043841,QANUX BENEFIT,,"General Cargo 10,000-14,999dwt",13445,117.26,0,14.3,9995,4153,20384,0,9.014,Ship Results (41).xlsx
1043853,KAKUSHIN MARU,,"Tanker-5,000-7,499dwt",5785,99.3,0,8.3,4164,0,0,0,6.8,Ship Results (27).xlsx
1043891,HONG DA XIN 718,SDARI 4600 II,Container-Baby post-Panamax,87680,0,0,19.6,54466,31588,0,0,13.75,Ship Results (44).xlsx
1043918,LBN 8,,"Bulk Carrier-5,000-7,499dwt",6000,0,0,8.8,5019,2815,0,0,6.8,Ship Results (15).xlsx
1043994,AN SHUN 977,,"General Cargo 10,000-14,999dwt",13131,104.6,0,8.5,7986,2395,0,0,5.95,Ship Results (41).xlsx
1044003,INCE PACIFIC,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63542,0,0,18.9,35724,21206,78500,0,13.5,Ship Results (11).xlsx
1044015,INCE ANTALYA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63500,0,0,18.9,35724,21206,78500,0,13.5,Ship Results (11).xlsx
1044041,ARMADA MANDIRI 18,,"General Cargo 5,000-9,999 dwt",8812,110.33,0,7.8,4401,2464,0,0,6.05,Ship Results (42).xlsx
1044053,FORTUNE AQUA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63598,0,0,18.9,35724,21206,78482,0,13.5,Ship Results (11).xlsx
1044065,FORTUNE BREEZE,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63534,0,0,18.9,35724,21206,78500,0,13.5,Ship Results (11).xlsx
1044077,FORTUNE DESTINY,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63529,0,0,18.9,35724,21206,78500,0,13.5,Ship Results (11).xlsx
1044132,HENG HUI 69,,"Tanker-<=4,999dwt",4518,0,0,7.6,3870,1400,0,0,5.6,Ship Results (28).xlsx
1044170,HUI ZE LENG YUN 16,,"Reefer-=>8,000dwt",12499,0,0,13.7,13193,5836,0,0,9.6,Ship Results (47).xlsx
1044194,MAKARIOS,,,8790,114.07,0,9.5,6803,2519,0,14.5,7.3,Ship Results (41)tanker.xlsx
1044259,SENSONIX III,,"Tanker-<=4,999dwt",4173,0,0,6.8,2724,1364,0,0,5.4,Ship Results (28).xlsx
1044261,YONG SHENG 39,,Tanker-Handy,13550,0,0,11.4,9045,4401,0,0,8.4,Ship Results (24).xlsx
1044273,GREAT WALL 18,,,2472,81.8,0,4.3,1948,1090,0,0,3,Ship Results (43).xlsx
1044285,GREAT WALL 19,,,2472,81.8,0,4.3,1948,1090,0,0,3,Ship Results (43).xlsx
1044326,KANG FA 78,,"Tanker-<=4,999dwt",950,0,0,4.25,792,443,0,0,3.1,Ship Results (28).xlsx
1044429,JIANG HAI ZHI DA 218,,Bulk Carrier-Small Handy,14000,0,0,9.5,8813,4935,0,0,7.087,Ship Results (9).xlsx
1044431,SHUN XIN 101,,,9000,0,0,6.8,4965,1489,0,24,4.8,Ship Results (42).xlsx
1044508,JNS OCEAN,SDARI 40,Bulk Carrier-Handymax,40495,176.88,0,15.2,25171,13740,50300,0,10.95,Ship Results (1).xlsx
1044546,SENSONIX II,,"Tanker-<=4,999dwt",3120,0,0,6,1853,869,0,0,5.3,Ship Results (28).xlsx
1044558,RUI GAO XING FU,,,3318,0,0,7,2961,1056,0,11.8,4.93,Ship Results (41)tanker.xlsx
1044560,CHITOSE MARU NO. 10,,"Tanker-<=4,999dwt",359,0,0,3.25,133,0,0,0,3,Ship Results (28).xlsx
1044572,TSUMUGI,,"Tanker-<=4,999dwt",594,0,0,3.6,199,0,0,0,3.6,Ship Results (28).xlsx
1044584,FUJIMIYA MARU,,"Tanker-<=4,999dwt",460,0,0,2.8,149,0,0,0,2.55,Ship Results (28).xlsx
1044651,VENUS 3,,Tanker-MR2,49423,0,0,19.1,30019,13797,0,53.2,13.32,Ship Results (20).xlsx
1044663,VENUS 9,,Tanker-MR2,49330,0,0,19.1,30019,13797,0,0,13.3,Ship Results (20).xlsx
1044704,LCT JINDA 82,,,3604,0,0,5.1,2334,1307,0,0,3.8,Ship Results (43).xlsx
1044716,BLUE SEA 2,,,3604,0,0,5.1,2334,1307,0,0,3.8,Ship Results (43).xlsx
1044792,SRI LERT,,Containership-Small Feeder,2400,0,0,5.5,1320,642,0,0,4.3,Ship Results (46).xlsx
1045019,YAN GANG 2,,"General Cargo 10,000-14,999dwt",13800,0,0,10.8,8615,4622,0,0,7.8,Ship Results (41).xlsx
1045033,LINTAS MUTIARA 8,,"General Cargo <=4,999 dwt",4656,0,0,6,2997,1678,0,0,4.6,Ship Results (43).xlsx
1045045,TQ IZMIR,,"General Cargo 10,000-14,999dwt",10228,0,0,9,6594,3059,0,0,6.6,Ship Results (41).xlsx
1045112,NGUYA FLNG,,,168967,0,0,35,243515,73054,0,0,0,Ship Results (56).xlsx
1045162,SUMBER JAYA 07,,"Tanker-<=4,999dwt",220,0,0,2.4,110,48,0,0,1.8,Ship Results (28).xlsx
1045186,JAYA ELO 168,,"General Cargo 5,000-9,999 dwt",5232,93.22,0,7.4,2997,1678,0,0,5.95,Ship Results (42).xlsx
1045215,HERCULES HARRIET,,"Tanker-7,500-9,999dwt",7882,97.75,0,10,4988,2265,0,0,7.2,Ship Results (26).xlsx
1045227,JNS RIVER,SDARI 40,Bulk Carrier-Handymax,40503,176.88,0,15.2,25171,13740,50642,0,10.95,Ship Results (1).xlsx
1045344,PAHAL,,"Tanker-<=4,999dwt",2733,70.23,0,4.8,1593,835,0,0,4,Ship Results (28).xlsx
1045356,DE QIANG 66,,,22926,0,0,10,18682,5604,0,0,6.5,Ship Results (54).xlsx
1045411,KAKUEIMARU,,"Tanker-5,000-7,499dwt",5579,99.86,0,8.3,3959,2598,0,0,6.764,Ship Results (27).xlsx
1045526,LAN HAI YUAN WANG,,"General Cargo 10,000-14,999dwt",11800,0,0,9.6,6910,3549,0,0,7.4,Ship Results (41).xlsx
1045588,BUMA 01,,"Tanker-<=4,999dwt",0,31.15,0,2.4,154,66,0,0,1.89,Ship Results (28).xlsx
1045693,ETERNITY,,Tanker-MR2,49998,0,32.23,19.1,29477,14158,0,0,13.35,Ship Results (20).xlsx
1045784,SOFIA V,Odely 3700,LPG-Small Gas Carrier,5184,0,0,8,4938,1481,0,0,6,Ship Results (30).xlsx
1045813,XIN LIN HAI 26,,"General Cargo 5,000-9,999 dwt",8072,0,0,8.6,5543,2898,10222,0,6.3,Ship Results (42).xlsx
1045887,EDEN,,"General Cargo 5,000-9,999 dwt",5000,92.62,0,7.4,2972,1664,0,0,5.85,Ship Results (42).xlsx
1045916,CARINA 88,,"General Cargo <=4,999 dwt",2600,65,0,3.68,1190,357,0,0,2.6,Ship Results (43).xlsx
1046049,OCEANUS HIGHWAY,,"PCC/PCTC => 4,000 cars",19779,0,0,35.79,75259,22577,0,0,10.075,Ship Results (50).xlsx
1046051,TETHYS HIGHWAY,,"PCC/PCTC => 4,000 cars",19753,0,0,35.79,75259,22577,0,0,10.075,Ship Results (50).xlsx
1046178,PACIFIC PIONEER,,Tanker-MR2,49998,178.8,0,19.1,29999,13934,0,0,13.215,Ship Results (20).xlsx
1046221,CHUANG XIN 15,,"Bulk Carrier-7,500-9,999dwt",9552,0,0,8.5,5675,3178,0,0,6.1,Ship Results (14).xlsx
1046233,HAN TANG SHENG DONG,,Containership-Small Feeder,1625,0,0,4.7,1431,801,0,0,2.6,Ship Results (46).xlsx
1046269,YI HANG LAN TIAN 02,,Containership-Small Feeder,1440,0,0,4.7,1822,1184,0,0,2.5,Ship Results (46).xlsx
1046271,SU ZHOU GANG 1 HAO,,Containership-Small Feeder,1703,0,0,4.75,1457,815,0,0,2.6,Ship Results (46).xlsx
1046283,CHUANG XIN 5,,"Bulk Carrier-7,500-9,999dwt",9527,0,0,8.5,5675,3178,0,0,6.1,Ship Results (14).xlsx
1046295,JIANG HAI ZHI DA 106,,Bulk Carrier-Small Handy,14115,0,0,9.5,8439,4725,0,0,7.056,Ship Results (9).xlsx
1046300,FU QIANG 17,,Bulk Carrier-Small Handy,14072,0,0,9.5,8470,4743,0,0,7.07,Ship Results (9).xlsx
1046362,TOKUYO MARU,,LPG-Small Gas Carrier,961,63.21,0,4.9,748,0,0,6,4.115,Ship Results (30).xlsx
1046374,SRI SUREE,,Containership-Small Feeder,2400,49.35,0,5.5,1399,665,0,0,3.92,Ship Results (46).xlsx
1046403,MO SING LENG II,,Containership-Small Feeder,2500,65.55,0,6.5,4338,1301,0,0,3.5,Ship Results (46).xlsx
1046453,NGON SHUEN II,,Containership-Small Feeder,4594,89.25,20.828,7.5,4661,1398,0,0,4,Ship Results (46).xlsx
1046489,MERATUS KARIMUN,,Containership-Small Feeder,10199,122.016,0,8.4,7568,3489,0,0,6.2,Ship Results (46).xlsx
1046491,MERATUS KUMAI,,Containership-Small Feeder,10242,122.016,0,8.4,7568,3489,0,0,6.2,Ship Results (46).xlsx
1046506,MERATUS KUTAI,,Containership-Small Feeder,10186,122.02,0,8.4,7568,3489,0,0,6.2,Ship Results (46).xlsx
1046544,BOMUN,,"Tanker-<=4,999dwt",1038,50.15,0,4.4,399,0,0,0,3.8,Ship Results (28).xlsx
1046556,HAN TANG GUAN DONG,,Containership-Small Feeder,1625,0,0,4.7,1431,801,0,0,2.6,Ship Results (46).xlsx
1046568,PRIME STAR,,,580,0,0,2.7,290,87,0,0,0,Ship Results (51).xlsx
1046570,SMC RIZHAO,,"General Cargo 5,000-9,999 dwt",8800,0,0,11.2,8071,4519,0,0,7.2,Ship Results (42).xlsx
1046685,NUSANTARA CAHAYA,,,8000,104.03,0,7,5540,3102,0,0,5.1,Ship Results (42).xlsx
1046829,HENG HUI 101,,,3491,0,0,7,3073,1711,0,0,5.13,Ship Results (41)tanker.xlsx
1046867,SELAT SARI,,,7000,102.3,0,6.5,4321,1297,0,0,4.8,Ship Results (42).xlsx
1046893,WAN RONG 23,,"Tanker-<=4,999dwt",4872,0,0,8.3,4010,2245,0,0,5.96,Ship Results (28).xlsx
1046934,SETIA,,"Tanker-<=4,999dwt",3000,77.51,0,6,1658,928,0,0,4.8,Ship Results (28).xlsx
1046946,FERY XXX,,"Tanker-<=4,999dwt",500,0,0,2.4,340,178,0,0,1.96,Ship Results (28).xlsx
1046958,KEN FOREST,Imabari 40,Bulk Carrier-Handymax,40099,176.56,0,15,25253,12883,49000,0,10.483,Ship Results (1).xlsx
1047029,OCEAN BELINDA,Imabari 40,Bulk Carrier-Handymax,40112,176.56,0,15,25006,12883,50208,0,10.483,Ship Results (1).xlsx
